city,country,event_time,temperature,humidity,wind_speed,pressure,weather_condition,rainfall,station_id,data_provider
Bangalore,India,2026-02-23 14:00:00,21.9,61,10.3,901.6,Thunderstorm,1.7,STN_BLR_01,WeatherPro
Hyderabad,India,2026-02-23 14:00:00,28.1,48,16.5,993.4,Clear,6.7,STN_HYD_02,WeatherPro
Mumbai,India,2026-02-23 14:00:00,33.9,65,12.7,1014.5,Clear,17.9,STN_MUM_02,WeatherPro
Delhi,India,2026-02-23 14:00:00,23.6,40,20.8,1002.1,Thunderstorm,7.0,STN_DEL_01,WeatherPro
Pune,India,2026-02-23 14:00:00,29.3,71,15.2,941.9,Cloudy,8.8,STN_PNE_01,WeatherPro
Chennai,India,2026-02-23 15:00:00,29.8,80,8.9,1009.0,Rainy,12.4,STN_CHN_01,WeatherPro
Bangalore,India,2026-02-23 15:00:00,22.1,74,15.3,903.0,Partly Cloudy,3.9,STN_BLR_01,WeatherPro
Hyderabad,India,2026-02-23 15:00:00,26.3,62,13.8,993.2,Partly Cloudy,8.5,STN_HYD_01,WeatherPro
Mumbai,India,2026-02-23 15:00:00,28.1,90,19.1,1010.2,Partly Cloudy,5.9,STN_MUM_01,WeatherPro
Delhi,India,2026-02-23 15:00:00,33.9,47,27.1,1007.3,Haze,7.1,STN_DEL_01,WeatherPro
Pune,India,2026-02-23 15:00:00,30.4,65,9.5,948.1,Cloudy,6.7,STN_PNE_01,WeatherPro
Chennai,India,2026-02-23 16:00:00,34.2,68,14.8,1014.9,Cloudy,2.1,STN_CHN_02,WeatherPro
Bangalore,India,2026-02-23 16:00:00,24.8,75,12.1,902.3,Thunderstorm,9.3,STN_BLR_02,WeatherPro
Hyderabad,India,2026-02-23 16:00:00,38.5,55,7.3,990.6,Cloudy,4.8,STN_HYD_02,WeatherPro
Mumbai,India,2026-02-23 16:00:00,33.8,73,22.5,1008.5,Rainy,13.2,STN_MUM_02,WeatherPro
Delhi,India,2026-02-23 16:00:00,31.7,56,13.5,1000.0,Haze,5.1,STN_DEL_02,WeatherPro
Pune,India,2026-02-23 16:00:00,24.7,76,14.5,947.7,Partly Cloudy,9.0,STN_PNE_02,WeatherPro
Chennai,India,2026-02-23 17:00:00,35.0,69,15.4,1008.0,Foggy,3.3,STN_CHN_01,WeatherPro
Bangalore,India,2026-02-23 17:00:00,31.7,65,9.8,905.7,Foggy,6.6,STN_BLR_01,WeatherPro
Hyderabad,India,2026-02-23 17:00:00,25.7,66,19.2,1004.1,Haze,6.8,STN_HYD_01,WeatherPro
Mumbai,India,2026-02-23 17:00:00,28.5,77,13.9,1012.9,Clear,13.6,STN_MUM_01,WeatherPro
Delhi,India,2026-02-23 17:00:00,38.1,45,17.1,1007.1,Foggy,1.2,STN_DEL_02,WeatherPro
Pune,India,2026-02-23 17:00:00,33.2,67,10.8,945.4,Partly Cloudy,3.0,STN_PNE_01,WeatherPro
Chennai,India,2026-02-23 18:00:00,30.4,69,15.6,1007.7,Thunderstorm,6.7,STN_CHN_02,WeatherPro
Bangalore,India,2026-02-23 18:00:00,22.9,62,16.4,906.0,Rainy,3.0,STN_BLR_02,WeatherPro
Hyderabad,India,2026-02-23 18:00:00,27.8,51,11.0,1002.3,Haze,1.6,STN_HYD_02,WeatherPro
Mumbai,India,2026-02-23 18:00:00,27.1,65,24.4,1015.2,Thunderstorm,14.7,STN_MUM_01,WeatherPro
Delhi,India,2026-02-23 18:00:00,41.1,47,27.3,1006.1,Cloudy,5.9,STN_DEL_02,WeatherPro
Pune,India,2026-02-23 18:00:00,31.9,64,9.6,949.6,Cloudy,1.5,STN_PNE_01,WeatherPro
Chennai,India,2026-02-23 19:00:00,32.0,61,16.5,1013.4,Cloudy,3.2,STN_CHN_01,WeatherPro
Bangalore,India,2026-02-23 19:00:00,25.2,65,14.2,909.3,Thunderstorm,8.1,STN_BLR_02,WeatherPro
Hyderabad,India,2026-02-23 19:00:00,28.2,65,17.7,992.7,Rainy,10.1,STN_HYD_02,WeatherPro
Mumbai,India,2026-02-23 19:00:00,30.3,90,15.6,1013.4,Clear,3.2,STN_MUM_02,WeatherPro
Delhi,India,2026-02-23 19:00:00,23.7,48,27.1,997.7,Thunderstorm,2.2,STN_DEL_01,WeatherPro
Pune,India,2026-02-23 19:00:00,23.8,52,18.3,944.0,Haze,10.5,STN_PNE_01,WeatherPro
Chennai,India,2026-02-23 20:00:00,36.3,77,18.4,1011.9,Partly Cloudy,2.9,STN_CHN_02,WeatherPro
Bangalore,India,2026-02-23 20:00:00,27.2,60,11.5,913.7,Haze,8.6,STN_BLR_01,WeatherPro
Hyderabad,India,2026-02-23 20:00:00,26.5,69,19.6,999.3,Clear,11.3,STN_HYD_02,WeatherPro
Mumbai,India,2026-02-23 20:00:00,30.9,68,14.4,1010.4,Partly Cloudy,10.6,STN_MUM_01,WeatherPro
Delhi,India,2026-02-23 20:00:00,42.1,58,22.1,1009.1,Partly Cloudy,2.8,STN_DEL_01,WeatherPro
Pune,India,2026-02-23 20:00:00,23.2,66,17.4,946.4,Thunderstorm,10.9,STN_PNE_02,WeatherPro
Chennai,India,2026-02-23 21:00:00,32.1,63,17.5,1005.5,Clear,13.3,STN_CHN_01,WeatherPro
Bangalore,India,2026-02-23 21:00:00,28.5,59,8.2,905.5,Foggy,5.4,STN_BLR_01,WeatherPro
Hyderabad,India,2026-02-23 21:00:00,31.6,60,13.7,999.5,Cloudy,10.3,STN_HYD_02,WeatherPro
Mumbai,India,2026-02-23 21:00:00,31.5,75,20.3,1011.1,Clear,18.2,STN_MUM_02,WeatherPro
Delhi,India,2026-02-23 21:00:00,26.5,60,19.7,1006.8,Clear,7.9,STN_DEL_02,WeatherPro
Pune,India,2026-02-23 21:00:00,31.7,57,19.5,942.0,Partly Cloudy,9.9,STN_PNE_02,WeatherPro
Chennai,India,2026-02-23 22:00:00,33.0,67,8.1,1007.7,Thunderstorm,14.3,STN_CHN_01,WeatherPro
Bangalore,India,2026-02-23 22:00:00,25.8,70,11.4,908.2,Clear,7.4,STN_BLR_01,WeatherPro
Hyderabad,India,2026-02-23 22:00:00,34.1,63,18.1,991.1,Thunderstorm,9.8,STN_HYD_01,WeatherPro
Mumbai,India,2026-02-23 22:00:00,33.2,73,23.3,1012.6,Haze,0.6,STN_MUM_02,WeatherPro
Delhi,India,2026-02-23 22:00:00,35.6,36,20.9,1007.1,Thunderstorm,2.0,STN_DEL_02,WeatherPro
Pune,India,2026-02-23 22:00:00,35.1,59,12.4,944.0,Partly Cloudy,0.7,STN_PNE_02,WeatherPro
Chennai,India,2026-02-23 23:00:00,29.5,76,12.8,1011.3,Partly Cloudy,0.2,STN_CHN_02,WeatherPro
Bangalore,India,2026-02-23 23:00:00,26.6,61,14.5,906.0,Clear,0.4,STN_BLR_01,WeatherPro
Hyderabad,India,2026-02-23 23:00:00,35.1,49,14.9,1001.4,Cloudy,8.3,STN_HYD_02,WeatherPro
Mumbai,India,2026-02-23 23:00:00,27.6,82,22.7,1008.7,Partly Cloudy,11.8,STN_MUM_01,WeatherPro
Delhi,India,2026-02-23 23:00:00,30.7,46,9.8,1005.6,Rainy,0.4,STN_DEL_02,WeatherPro
Pune,India,2026-02-23 23:00:00,34.8,71,14.7,940.6,Cloudy,7.8,STN_PNE_02,WeatherPro
