city,country,event_time,temperature,humidity,wind_speed,pressure,weather_condition,rainfall,station_id,data_provider
Chennai,India,2026-03-02 14:00:00,31.0,76,15.6,1006.2,Clear,2.3,STN_CHN_01,SkyWatch
Bangalore,India,2026-03-02 14:00:00,30.4,75,7.1,913.5,Thunderstorm,6.8,STN_BLR_02,AtmosAPI
Hyderabad,India,2026-03-02 14:00:00,27.9,57,6.8,1004.2,Partly Cloudy,11.5,STN_HYD_01,SkyWatch
Mumbai,India,2026-03-02 14:00:00,28.6,82,20.7,1012.8,Thunderstorm,3.0,STN_MUM_02,ClimaData
Delhi,India,2026-03-02 14:00:00,34.6,36,11.1,1008.6,Partly Cloudy,2.5,STN_DEL_01,WeatherPro
Pune,India,2026-03-02 14:00:00,22.6,54,9.4,953.1,Foggy,2.7,STN_PNE_01,AtmosAPI
Chennai,India,2026-03-02 15:00:00,37.2,80,19.9,1013.9,Rainy,7.4,STN_CHN_01,ClimaData
Bangalore,India,2026-03-02 15:00:00,24.5,61,14.3,905.9,Haze,3.2,STN_BLR_02,WeatherPro
Hyderabad,India,2026-03-02 15:00:00,27.2,69,7.8,992.3,Thunderstorm,11.4,STN_HYD_01,SkyWatch
Mumbai,India,2026-03-02 15:00:00,33.3,65,16.1,1008.7,Thunderstorm,11.7,STN_MUM_02,ClimaData
Delhi,India,2026-03-02 15:00:00,35.3,65,29.9,997.0,Haze,7.3,STN_DEL_02,AtmosAPI
Pune,India,2026-03-02 15:00:00,29.6,52,7.1,954.6,Thunderstorm,9.0,STN_PNE_01,AtmosAPI
Chennai,India,2026-03-02 16:00:00,34.2,71,11.7,1012.5,Partly Cloudy,12.1,STN_CHN_01,SkyWatch
Bangalore,India,2026-03-02 16:00:00,21.8,58,6.4,906.7,Partly Cloudy,9.8,STN_BLR_02,AtmosAPI
Hyderabad,India,2026-03-02 16:00:00,36.2,55,9.7,998.9,Clear,0.5,STN_HYD_02,AtmosAPI
Mumbai,India,2026-03-02 16:00:00,27.6,81,17.2,1010.6,Haze,17.4,STN_MUM_01,AtmosAPI
Delhi,India,2026-03-02 16:00:00,34.8,64,29.1,1006.4,Clear,1.0,STN_DEL_02,ClimaData
Pune,India,2026-03-02 16:00:00,22.4,58,9.7,941.7,Rainy,4.5,STN_PNE_01,WeatherPro
Chennai,India,2026-03-02 17:00:00,31.4,77,8.2,1014.1,Partly Cloudy,0.3,STN_CHN_02,SkyWatch
Bangalore,India,2026-03-02 17:00:00,21.7,53,13.0,906.3,Partly Cloudy,7.6,STN_BLR_02,WeatherPro
Hyderabad,India,2026-03-02 17:00:00,32.8,63,8.1,990.5,Partly Cloudy,9.4,STN_HYD_02,WeatherPro
Mumbai,India,2026-03-02 17:00:00,32.0,87,13.3,1009.4,Haze,19.2,STN_MUM_02,ClimaData
Delhi,India,2026-03-02 17:00:00,34.8,58,16.0,997.4,Haze,7.8,STN_DEL_02,ClimaData
Pune,India,2026-03-02 17:00:00,25.0,76,10.4,941.9,Foggy,8.0,STN_PNE_01,WeatherPro
Chennai,India,2026-03-02 18:00:00,34.6,70,11.7,1012.1,Rainy,0.5,STN_CHN_01,SkyWatch
Bangalore,India,2026-03-02 18:00:00,29.6,55,14.3,914.7,Foggy,5.5,STN_BLR_02,WeatherPro
Hyderabad,India,2026-03-02 18:00:00,31.2,62,19.3,991.8,Foggy,11.8,STN_HYD_02,ClimaData
Mumbai,India,2026-03-02 18:00:00,29.7,85,16.6,1013.6,Clear,0.5,STN_MUM_01,SkyWatch
Delhi,India,2026-03-02 18:00:00,23.6,56,12.8,1009.7,Haze,7.8,STN_DEL_01,ClimaData
Pune,India,2026-03-02 18:00:00,33.9,72,13.2,943.9,Clear,9.4,STN_PNE_02,SkyWatch
Chennai,India,2026-03-02 19:00:00,33.8,68,19.4,1014.1,Foggy,7.3,STN_CHN_02,WeatherPro
Bangalore,India,2026-03-02 19:00:00,25.1,55,11.8,903.5,Partly Cloudy,4.8,STN_BLR_01,ClimaData
Hyderabad,India,2026-03-02 19:00:00,26.2,48,19.2,1003.6,Thunderstorm,0.2,STN_HYD_02,AtmosAPI
Mumbai,India,2026-03-02 19:00:00,28.1,72,17.5,1010.1,Thunderstorm,9.4,STN_MUM_01,ClimaData
Delhi,India,2026-03-02 19:00:00,36.9,62,18.1,998.0,Cloudy,1.8,STN_DEL_02,ClimaData
Pune,India,2026-03-02 19:00:00,24.6,58,13.6,942.7,Partly Cloudy,9.8,STN_PNE_02,ClimaData
Chennai,India,2026-03-02 20:00:00,30.4,77,9.5,1013.3,Haze,2.5,STN_CHN_01,SkyWatch
Bangalore,India,2026-03-02 20:00:00,29.6,75,14.2,900.3,Thunderstorm,7.9,STN_BLR_01,WeatherPro
Hyderabad,India,2026-03-02 20:00:00,31.2,57,14.1,993.2,Foggy,6.3,STN_HYD_01,ClimaData
Mumbai,India,2026-03-02 20:00:00,34.7,82,10.2,1014.6,Clear,0.2,STN_MUM_01,AtmosAPI
Delhi,India,2026-03-02 20:00:00,31.5,43,29.6,1009.6,Haze,3.2,STN_DEL_01,ClimaData
Pune,India,2026-03-02 20:00:00,30.2,73,8.9,940.7,Partly Cloudy,0.6,STN_PNE_01,AtmosAPI
Chennai,India,2026-03-02 21:00:00,30.5,82,17.3,1012.6,Cloudy,9.0,STN_CHN_02,WeatherPro
Bangalore,India,2026-03-02 21:00:00,27.2,61,13.7,905.5,Rainy,5.0,STN_BLR_02,ClimaData
Hyderabad,India,2026-03-02 21:00:00,25.3,70,17.7,1002.5,Cloudy,7.3,STN_HYD_02,AtmosAPI
Mumbai,India,2026-03-02 21:00:00,29.7,69,17.1,1010.4,Partly Cloudy,14.0,STN_MUM_02,SkyWatch
Delhi,India,2026-03-02 21:00:00,39.9,54,14.5,1003.7,Haze,7.2,STN_DEL_02,ClimaData
Pune,India,2026-03-02 21:00:00,24.6,56,9.7,942.5,Cloudy,9.7,STN_PNE_02,SkyWatch
Chennai,India,2026-03-02 22:00:00,30.6,69,13.5,1011.5,Clear,11.8,STN_CHN_01,SkyWatch
Bangalore,India,2026-03-02 22:00:00,25.5,52,5.2,909.0,Partly Cloudy,2.6,STN_BLR_01,ClimaData
Hyderabad,India,2026-03-02 22:00:00,39.1,50,15.9,1003.6,Haze,4.3,STN_HYD_02,WeatherPro
Mumbai,India,2026-03-02 22:00:00,33.1,86,10.2,1012.9,Cloudy,16.6,STN_MUM_02,ClimaData
Delhi,India,2026-03-02 22:00:00,30.3,50,23.5,1007.9,Clear,4.7,STN_DEL_01,WeatherPro
Pune,India,2026-03-02 22:00:00,32.8,50,14.3,944.1,Haze,2.5,STN_PNE_02,ClimaData
Chennai,India,2026-03-02 23:00:00,31.2,85,10.1,1011.6,Foggy,8.9,STN_CHN_02,ClimaData
Bangalore,India,2026-03-02 23:00:00,30.9,51,10.7,909.1,Haze,6.5,STN_BLR_01,WeatherPro
Hyderabad,India,2026-03-02 23:00:00,31.3,55,16.1,999.4,Partly Cloudy,7.4,STN_HYD_01,SkyWatch
Mumbai,India,2026-03-02 23:00:00,35.7,75,24.7,1013.3,Rainy,9.7,STN_MUM_02,SkyWatch
Delhi,India,2026-03-02 23:00:00,27.7,55,6.9,1007.1,Cloudy,7.2,STN_DEL_02,AtmosAPI
Pune,India,2026-03-02 23:00:00,30.5,63,15.4,949.1,Thunderstorm,9.2,STN_PNE_01,WeatherPro
